City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
319,Pokrovskoye,RU,63.45,overcast clouds,47.4157,38.8971,Тихий уголок
320,Osoyoos,CA,69.39,broken clouds,49.0331,-119.4524,Watermark Beach Resort Hotel
321,Dauphin,CA,69.94,clear sky,51.1494,-100.0502,Canway Inn & Suites
323,Alcudia,ES,72.25,scattered clouds,39.8532,3.1214,Zafiro Tropic
324,Kaeo,NZ,65.32,scattered clouds,-35.1,173.7833,Bushido Lodge
326,Zhumadian,CN,64.44,light rain,32.9794,114.0294,Ouyue House Hotel
328,Tumaco,CO,77.68,light rain,1.7986,-78.8156,Dafneruben
330,Nipawin,CA,64.44,clear sky,53.3668,-104.0009,Tobin Lake Motel
331,Sorgun,TR,62.28,clear sky,39.8101,35.186,SORGUN BIG THERMAL TURIZM HOTEL COMPANY A.Ş.
333,Puri,IN,79.32,overcast clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
334,Praia Da Vitoria,PT,70.05,broken clouds,38.7333,-27.0667,Hotel Branco I
335,Port-Gentil,GA,78.76,overcast clouds,-0.7193,8.7815,Fengshui Residence
337,Estevan,CA,62.22,moderate rain,49.1334,-102.9842,"Motel 6 Estevan, SK"
338,Noumea,NC,73.38,clear sky,-22.2763,166.4572,Hôtel Le Lagon
339,Mersing,MY,75.11,overcast clouds,2.4312,103.8405,Timotel Hotel
341,Arawa,PG,84.78,light rain,-6.2132,155.5367,Coastline Guest House
342,Aswan,EG,85.3,clear sky,24.0934,32.907,Nuba Nile
343,Xam Nua,LA,66.06,overcast clouds,20.4197,104.0439,Xee Wang Guesthouse
346,Guerrero Negro,MX,74.01,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
347,Sooke,CA,64.56,scattered clouds,48.3746,-123.7276,Sooke Harbour House Hotel & Resort
348,Rio Grande,BR,64.94,moderate rain,-32.035,-52.0986,Hotel Atlântico Rio Grande
349,French Harbor,HN,87.8,few clouds,16.35,-86.4333,"Fantasy Island Beach Resort, Dive & Marina"
350,Agadir,MA,68.45,scattered clouds,30.4202,-9.5982,Iberostar Founty Beach
351,Pisco,PE,62.65,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
352,Tlacotepec,MX,67.59,overcast clouds,20.0667,-97.8667,RANCHO LA ILUSION
354,Ismailia,EG,72.88,clear sky,30.6043,32.2723,Mercure Ismailia Forsan Island Hotel
356,Muscat,OM,87.82,broken clouds,23.6139,58.5922,Mutrah Hotel
359,Innisfail,AU,72.77,overcast clouds,-17.5333,146.0333,Moondarra Motel
360,Manokwari,ID,81.3,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
361,Pandan,PH,81.48,overcast clouds,14.0453,124.1694,Bonifacio Lodge
364,Poum,NC,72.57,clear sky,-20.2333,164.0167,Gîte kajeon
366,Bowen,AU,71.82,broken clouds,-20.0167,148.2333,Castle Motor Lodge Motel
368,Clarksburg,US,86.11,clear sky,39.2807,-80.3445,Greenbrier Motel & Restaurant
369,Cayenne,GF,84.09,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
370,Bac Lieu,VN,78.46,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
374,Marsabit,KE,65.75,scattered clouds,2.3284,37.9899,Chicho Hotel
377,Kalmunai,LK,79.77,broken clouds,7.4167,81.8167,VS Villa
378,Isangel,VU,75.31,broken clouds,-19.55,169.2667,Tanna Lodge
381,Lata,PT,62.08,clear sky,40.1629,-8.3327,Casa Maquia
382,Iskilip,TR,64.17,few clouds,40.7353,34.4739,İskilip Öğretmenevi
385,Atambua,ID,75.38,few clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
387,Trinidad,BO,87.78,smoke,-14.8333,-64.9,Hotel Piesta
390,Mumford,GH,75.72,overcast clouds,5.2618,-0.759,Spanish Villa
392,Ewa Beach,US,87.75,scattered clouds,21.3156,-158.0072,Uncle Junior Robert
393,Kushima,JP,71.64,clear sky,31.4583,131.2333,Hanaoka
394,Asfi,MA,68.99,scattered clouds,32.2994,-9.2372,Hôtel Abda
396,Camacha,PT,70.56,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
397,Faya,SA,68.11,broken clouds,18.3851,42.4509,املاك خالد الشعشوع
401,Port Hedland,AU,62.65,few clouds,-20.3167,118.5667,The Esplanade Hotel
403,Takoradi,GH,75.34,scattered clouds,4.8845,-1.7554,Raybow International Hotel
406,Nha Trang,VN,75.2,overcast clouds,12.25,109.1833,Sheraton Nha Trang Hotel & Spa
407,Saint Anthony,US,89.74,clear sky,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
408,Roebourne,AU,75.88,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
409,Nsanje,MW,66.02,clear sky,-16.92,35.262,Nsanje Discovery Lodge
410,Mizdah,LY,78.04,clear sky,31.4451,12.9801,محمدالمبروك الاريقط
412,Sorong,ID,78.73,light rain,-0.8833,131.25,waigo splash hotel
413,Le Vauclin,MQ,84.33,clear sky,14.5452,-60.8388,Hôtel Cap Macabou
415,Antalaha,MG,69.91,light rain,-14.9003,50.2788,Hotel Vitasoa
416,Bambous Virieux,MU,70.05,scattered clouds,-20.3428,57.7575,Casa Tia Villa
418,Funadhoo,MV,81.9,broken clouds,6.15,73.2667,Dhaffalhu Tourist Lodge
419,Tomatlan,MX,77.52,overcast clouds,19.9333,-105.25,El Salvial
420,Luorong,CN,76.53,overcast clouds,24.4058,109.6086,荣立大酒店
421,Andijon,UZ,69.15,clear sky,40.7821,72.3442,Bog'ishamol
425,Ahuimanu,US,87.51,scattered clouds,21.4447,-157.8378,Paradise Bay Resort
428,Fare,PF,78.69,scattered clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
431,Labuhan,ID,77.22,scattered clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
435,Puerto Colombia,CO,84.29,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
436,Mandera,KE,78.08,scattered clouds,3.9366,41.867,Kornesh Hotel and Lodging
438,Uvinza,TZ,70.83,overcast clouds,-5.1036,30.3911,Crown Lodge
439,Sucre,BO,67.01,clear sky,-19.0333,-65.2627,Hotel Premier
442,Kilinochchi,LK,78.01,broken clouds,9.3961,80.3982,Solaivanam Guest House
445,Miandrivazo,MG,69.8,scattered clouds,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
446,Joshimath,IN,68.2,overcast clouds,30.5667,79.5667,Shivalik Camps & Resort
449,Salalah,OM,80.69,broken clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
453,Ikom,NG,73.44,broken clouds,5.9667,8.7063,Reho Farm & Resort
454,Esqueda,MX,90.0,few clouds,30.7167,-109.5833,Hotel Esqueda
455,Axim,GH,75.16,few clouds,4.8699,-2.2405,Axim Beach Resort And Spa
461,Renqiu,CN,60.48,light rain,38.6989,116.0936,City Garden Renqiu Meishicheng Store
463,Lompoc,US,87.21,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
464,Russell,US,76.98,overcast clouds,32.3502,-85.1999,Macs
465,Bambanglipuro,ID,75.22,broken clouds,-7.95,110.2833,Puri Brata
467,Upata,VE,78.19,broken clouds,8.0086,-62.3989,Posada Villa Nela
468,Dawlatabad,AF,67.98,clear sky,36.4141,64.9053,WASIM ASGAR KHAN
472,Nelson Bay,AU,64.29,clear sky,-32.7167,152.15,Mantra Nelson Bay
473,Rolla,US,81.59,few clouds,37.9514,-91.7713,"Holiday Inn Express & Suites Rolla - Univ of Missouri S&T, an IHG Hotel"
476,Hambantota,LK,79.43,scattered clouds,6.1241,81.1185,Bungalow 63
483,Saint Cloud,US,88.21,clear sky,45.5608,-94.1625,Homewood Suites by Hilton St Cloud
484,Shimoda,JP,73.6,clear sky,34.6667,138.95,Shimoda Tokyu Hotel
486,Karratha,AU,75.56,clear sky,-20.7377,116.8463,ibis Styles Karratha
487,Salinas,US,82.99,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
