City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
294,Bandarbeyla,SO,9.4942,50.8122,78.6,77,88,21.65,overcast clouds
295,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,74,68,9.44,broken clouds
296,Shingu,JP,33.7333,135.9833,73.9,86,98,6.38,overcast clouds
297,Gorgan,IR,36.8387,54.4348,67.96,83,0,0.0,clear sky
298,Cabcab,PH,13.6268,124.0515,82.18,78,100,1.14,overcast clouds
299,Lazaro Cardenas,MX,17.9583,-102.2,83.62,76,82,7.47,broken clouds
300,Korhogo,CI,9.45,-5.6333,72.27,89,70,3.62,broken clouds
301,Tasiilaq,GL,65.6145,-37.6368,35.76,74,85,1.3,overcast clouds
302,Impfondo,CG,1.6381,18.0667,67.93,98,97,3.09,overcast clouds
303,Natal,BR,-5.795,-35.2094,79.02,78,0,11.5,clear sky
304,Lagoa,PT,39.05,-27.9833,68.65,63,62,11.97,broken clouds
305,Nivala,FI,63.9167,24.9667,40.68,67,93,3.74,overcast clouds
306,Champerico,GT,14.3,-91.9167,87.35,76,88,5.08,overcast clouds
307,Clarence Town,AU,-32.5833,151.7833,67.06,36,0,5.95,clear sky
308,Port Hardy,CA,50.6996,-127.4199,57.38,94,75,2.3,light intensity shower rain
309,Souillac,MU,-20.5167,57.5167,70.18,56,40,6.91,scattered clouds
310,Bengkulu,ID,-3.8004,102.2655,73.33,90,82,2.75,moderate rain
311,Santo Antonio Do Sudoeste,BR,-26.0736,-53.7253,74.61,60,100,3.24,overcast clouds
312,Hami,CN,42.8,93.45,72.63,19,51,5.35,broken clouds
313,Arman,RU,59.7,150.1667,49.12,76,100,6.38,overcast clouds
314,Zabolotovka,RU,50.2737,39.3147,56.95,93,100,10.22,overcast clouds
315,Nishihara,JP,26.1842,127.7558,78.85,81,20,6.91,few clouds
316,Dawson Creek,CA,55.7666,-120.2362,56.84,54,1,14.97,clear sky
317,Soyo,AO,-6.1349,12.3689,73.92,77,54,5.08,broken clouds
318,Yatou,CN,37.15,122.3833,73.04,84,100,22.7,moderate rain
319,Pokrovskoye,RU,47.4157,38.8971,63.45,89,99,10.04,overcast clouds
320,Osoyoos,CA,49.0331,-119.4524,69.39,52,84,1.14,broken clouds
321,Dauphin,CA,51.1494,-100.0502,69.94,37,1,13.8,clear sky
322,Kruisfontein,ZA,-34.0033,24.7314,50.88,89,38,6.08,scattered clouds
323,Alcudia,ES,39.8532,3.1214,72.25,75,42,7.11,scattered clouds
324,Kaeo,NZ,-35.1,173.7833,65.32,64,26,6.89,scattered clouds
325,Abay,KZ,49.6311,72.8539,30.58,62,0,9.44,clear sky
326,Zhumadian,CN,32.9794,114.0294,64.44,88,100,5.41,light rain
327,Hovd,MN,48.0056,91.6419,58.28,36,6,8.77,clear sky
328,Tumaco,CO,1.7986,-78.8156,77.68,86,71,8.81,light rain
329,Kasongo-Lunda,CD,-6.4667,16.8167,72.46,69,72,1.43,broken clouds
330,Nipawin,CA,53.3668,-104.0009,64.44,39,1,17.27,clear sky
331,Sorgun,TR,39.8101,35.186,62.28,46,1,5.39,clear sky
332,Ilulissat,GL,69.2167,-51.1,23.02,58,100,6.91,overcast clouds
333,Puri,IN,19.8,85.85,79.32,79,100,4.63,overcast clouds
334,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,83,75,10.56,broken clouds
335,Port-Gentil,GA,-0.7193,8.7815,78.76,78,90,11.5,overcast clouds
336,Zapolyarnyy,RU,69.4154,30.8136,36.68,83,87,10.58,overcast clouds
337,Estevan,CA,49.1334,-102.9842,62.22,51,90,16.11,moderate rain
338,Noumea,NC,-22.2763,166.4572,73.38,56,8,12.86,clear sky
339,Mersing,MY,2.4312,103.8405,75.11,94,100,4.61,overcast clouds
340,Puksoozero,RU,62.5903,40.6066,32.54,93,55,4.12,broken clouds
341,Arawa,PG,-6.2132,155.5367,84.78,71,91,3.71,light rain
342,Aswan,EG,24.0934,32.907,85.3,21,0,5.75,clear sky
343,Xam Nua,LA,20.4197,104.0439,66.06,99,100,1.68,overcast clouds
344,Farah,AF,32.5,62.5,70.32,23,0,2.68,clear sky
345,Ketchikan,US,55.3422,-131.6461,55.87,88,90,12.66,light rain
346,Guerrero Negro,MX,27.9769,-114.0611,74.01,65,1,19.3,clear sky
347,Sooke,CA,48.3746,-123.7276,64.56,67,42,9.55,scattered clouds
348,Rio Grande,BR,-32.035,-52.0986,64.94,97,100,8.68,moderate rain
349,French Harbor,HN,16.35,-86.4333,87.8,82,20,5.01,few clouds
350,Agadir,MA,30.4202,-9.5982,68.45,84,27,6.22,scattered clouds
351,Pisco,PE,-13.7,-76.2167,62.65,77,0,21.85,clear sky
352,Tlacotepec,MX,20.0667,-97.8667,67.59,94,91,1.28,overcast clouds
353,Anda,CN,46.4,125.3167,48.97,82,100,7.45,overcast clouds
354,Ismailia,EG,30.6043,32.2723,72.88,72,0,5.3,clear sky
